year,state_name, population , violent_crime , homicide , rape_legacyrevised , robbery , aggravated_assault , property_crime , burglary , larceny , motor_vehicle_theft 
1993,Tennessee,"5,099,000","39,047",521,"2,544","11,224","24,758","228,117","60,299","137,683","30,135"
1993,Texas,"18,031,000","137,419","2,147","9,922","40,469","84,881","1,023,612","233,913","664,862","124,837"
1993,Utah,"1,860,000","5,599",58,829,"1,090","3,622","91,816","14,708","72,603","4,505"
1993,Virginia,"6,491,000","24,160",539,"2,083","9,216","12,322","242,975","43,338","181,104","18,533"
1993,Vermont,"576,000",658,21,229,52,356,"22,223","5,036","16,423",764
1993,Washington,"5,255,000","27,040",271,"3,384","7,204","16,181","285,753","56,083","205,701","23,969"
1993,Wisconsin,"5,038,000","13,321",222,"1,269","5,714","6,116","190,923","33,400","139,148","18,375"
1993,West Virginia,"1,820,000","3,793",126,365,782,"2,520","42,300","10,904","28,456","2,940"
1993,Wyoming,"470,000","1,345",16,161,81,"1,087","18,221","3,023","14,470",728
1994,Total,"260,327,021","1,857,670","23,326","102,216","618,949","1,113,179","12,131,873","2,712,774","7,879,812","1,539,287"
1994,Alaska,"606,000","4,644",38,418,886,"3,302","29,947","4,848","21,824","3,275"
1994,Alabama,"4,219,000","28,844",501,"1,487","7,223","19,633","178,015","44,064","119,951","14,000"
1994,Arkansas,"2,453,000","14,598",294,"1,028","3,158","10,118","103,115","26,911","68,478","7,726"
1994,Arizona,"4,075,000","28,653",426,"1,465","6,601","20,161","294,273","60,157","190,649","43,467"
1994,California,"31,431,000","318,395","3,703","10,984","112,160","191,548","1,622,102","384,257","929,640","308,205"
1994,Colorado,"3,656,000","18,632",199,"1,579","3,910","12,944","175,808","33,843","127,600","14,365"
1994,Connecticut,"3,275,000","14,916",215,806,"6,150","7,745","134,030","29,142","84,721","20,167"
1994,District of Columbia,"570,000","15,177",399,249,"6,311","8,218","48,009","10,037","29,711","8,261"
1994,Delaware,"706,000","4,549",33,546,"1,141","2,829","29,971","6,198","20,828","2,945"
1994,Florida,"13,953,000","160,016","1,165","7,301","45,871","105,679","991,105","237,341","626,578","127,186"
1994,Georgia,"7,055,000","47,103",703,"2,448","15,703","28,249","376,926","81,406","256,208","39,312"
1994,Hawaii,"1,179,000","3,091",50,359,"1,221","1,461","75,672","14,029","55,260","6,383"
1994,Iowa,"2,829,000","8,914",47,666,"1,327","6,874","94,475","18,872","70,507","5,096"
1994,Idaho,"1,133,000","3,238",40,316,209,"2,673","42,954","8,147","32,597","2,210"
1994,Illinois,"11,752,000","112,928","1,378","3,913","43,788","63,849","548,222","118,116","363,888","66,218"
1994,Indiana,"5,752,000","30,205",453,"2,046","7,490","20,216","233,975","48,921","160,043","25,011"
1994,Kansas,"2,554,000","11,314",170,"1,055","2,940","7,149","112,477","28,635","75,459","8,383"
1994,Kentucky,"3,827,000","16,991",244,"1,350","3,595","11,802","110,725","28,718","73,449","8,558"
1994,Louisiana,"4,315,000","42,369",856,"1,923","11,530","28,060","245,488","55,188","164,081","26,219"
1994,Massachusetts,"6,041,000","42,749",214,"1,825","10,160","30,550","225,532","53,222","129,962","42,348"
1994,Maryland,"5,006,000","47,457",579,"2,035","20,147","24,696","259,039","52,234","168,608","38,197"
1994,Maine,"1,240,000","1,611",28,318,278,987,"38,971","8,938","28,257","1,776"
1994,Michigan,"9,496,000","72,751",927,"6,720","21,733","43,371","444,325","91,849","290,172","62,304"
1994,Minnesota,"4,567,000","16,397",147,"2,725","5,370","8,155","181,856","36,157","131,344","14,355"
1994,Missouri,"5,278,000","39,240",554,"1,955","12,178","24,553","240,898","55,577","158,283","27,038"
1994,Montana,"856,000","1,516",28,233,280,975,"41,445","6,178","32,817","2,450"
1994,North Carolina,"7,070,000","46,308",772,"2,334","12,811","30,391","351,397","104,118","225,937","21,342"
1994,North Dakota,"638,000",522,1,149,71,301,"16,933","2,070","13,899",964
1994,Nebraska,"1,623,000","6,322",51,500,"1,223","4,548","65,746","10,963","48,547","6,236"
1994,New Hampshire,"1,137,000","1,328",16,407,308,597,"29,837","5,275","22,260","2,302"
1994,New Jersey,"7,904,000","48,544",396,"1,972","22,762","23,414","319,856","72,074","195,618","52,164"
1994,New Mexico,"1,654,000","14,708",177,866,"2,329","11,336","87,638","21,945","57,343","8,350"
1994,Nevada,"1,457,000","14,597",170,"1,001","5,134","8,292","82,693","19,735","51,893","11,065"
1994,New York,"18,169,000","175,433","2,016","4,700","86,617","82,100","745,845","164,650","452,322","128,873"
1994,Ohio,"11,102,000","53,930",662,"5,231","20,821","27,216","441,380","96,175","297,792","47,413"
1994,Oklahoma,"3,258,000","21,225",226,"1,616","4,174","15,209","160,250","40,764","104,025","15,461"
1994,Oregon,"3,086,000","16,067",150,"1,333","4,264","10,320","178,240","33,970","122,506","21,764"
1994,Pennsylvania,"12,052,000","51,425",712,"3,145","22,497","25,071","342,901","66,468","222,280","54,153"
1994,Rhode Island,"997,000","3,744",41,273,870,"2,560","37,323","9,101","23,039","5,183"
1994,South Carolina,"3,664,000","37,756",353,"1,991","6,817","28,595","182,114","46,678","122,252","13,184"
1994,South Dakota,"721,000","1,641",10,303,135,"1,193","20,726","3,938","15,916",872
1994,Tennessee,"5,175,000","38,705",482,"2,545","10,735","24,943","226,247","59,080","138,173","28,994"
1994,Texas,"18,378,000","129,838","2,022","9,102","37,643","81,071","949,387","214,687","623,947","110,753"
1994,Utah,"1,908,000","5,810",56,806,"1,213","3,735","95,332","15,089","74,554","5,689"
1994,Virginia,"6,552,000","23,437",571,"1,868","8,704","12,294","241,763","41,855","181,619","18,289"
1994,Vermont,"580,000",562,6,160,71,325,"18,290","4,274","13,154",862
1994,Washington,"5,343,000","27,317",294,"3,230","7,464","16,329","294,734","55,793","212,198","26,743"
1994,Wisconsin,"5,082,000","13,748",227,"1,192","5,739","6,590","186,704","32,824","135,559","18,321"
1994,West Virginia,"1,822,000","3,931",99,370,772,"2,690","42,136","10,673","28,189","3,274"
1994,Wyoming,"476,000","1,297",16,160,79,"1,042","19,122","3,097","15,254",771
1995,Total,"262,803,276","1,798,792","21,606","97,470","580,509","1,099,207","12,063,935","2,593,784","7,997,710","1,472,441"
1995,Alaska,"604,000","4,656",55,485,937,"3,179","30,097","5,055","21,891","3,151"
1995,Alabama,"4,253,000","26,894",475,"1,350","7,900","17,169","179,294","43,586","120,967","14,741"
1995,Arkansas,"2,484,000","13,741",259,925,"3,122","9,435","102,780","24,763","69,935","8,082"
1995,Arizona,"4,218,000","30,095",439,"1,418","7,329","20,909","316,355","59,762","207,763","48,830"
1995,California,"31,589,000","305,154","3,531","10,554","104,611","186,458","1,536,830","353,895","902,456","280,479"
1995,Colorado,"3,747,000","16,494",216,"1,480","3,604","11,194","185,705","35,001","136,184","14,520"
1995,Connecticut,"3,275,000","13,293",150,776,"5,345","7,022","134,188","29,095","87,401","17,692"
1995,District of Columbia,"554,000","14,744",360,292,"6,864","7,228","52,697","10,185","32,319","10,193"
1995,Delaware,"717,000","5,198",25,575,"1,425","3,173","31,790","6,491","22,329","2,970"
1995,Florida,"14,166,000","151,711","1,037","6,887","42,485","101,302","939,288","215,657","612,311","111,320"
1995,Georgia,"7,201,000","47,317",683,"2,539","14,777","29,318","385,005","76,324","264,872","43,809"
1995,Hawaii,"1,187,000","3,509",56,336,"1,553","1,564","81,938","13,832","59,907","8,199"
1995,Iowa,"2,842,000","10,071",51,619,"1,507","7,894","106,504","21,527","78,645","6,332"
1995,Idaho,"1,163,000","3,745",48,330,279,"3,088","47,444","9,069","35,560","2,815"
1995,Illinois,"11,830,000","117,836","1,221","4,313","39,139","73,163","527,572","108,555","357,143","61,874"
1995,Indiana,"5,803,000","30,451",466,"1,930","7,844","20,211","238,317","47,676","163,618","27,023"
1995,Kansas,"2,565,000","10,792",159,938,"2,775","6,920","114,558","27,404","78,855","8,299"
1995,Kentucky,"3,860,000","14,079",276,"1,231","4,001","8,571","115,298","28,389","76,906","10,003"
1995,Louisiana,"4,342,000","43,741",740,"1,855","11,662","29,484","246,132","53,481","166,667","25,984"
1995,Massachusetts,"6,074,000","41,739",217,"1,759","9,137","30,626","221,971","49,669","135,586","36,716"
1995,Maryland,"5,042,000","49,757",596,"2,130","21,334","25,697","267,625","53,320","178,126","36,179"
1995,Maine,"1,241,000","1,631",25,265,334,"1,007","39,132","9,015","28,444","1,673"
1995,Michigan,"9,549,000","65,680",808,"5,917","17,885","41,070","429,223","86,872","280,712","61,639"
1995,Minnesota,"4,610,000","16,416",182,"2,593","5,702","7,939","190,911","36,756","138,414","15,741"
1995,Missouri,"5,324,000","35,339",469,"1,711","10,863","22,296","237,278","49,649","162,430","25,199"
1995,Mississippi,"2,697,000","13,560",348,"1,054","3,530","8,628","108,195","30,505","67,967","9,723"
1995,Montana,"870,000","1,491",35,231,253,972,"40,246","5,060","32,797","2,389"
1995,North Carolina,"7,195,000","46,508",677,"2,320","12,896","30,615","359,256","101,995","234,911","22,350"
1995,North Dakota,"641,000",556,6,146,64,340,"17,817","2,248","14,421","1,148"
1995,Nebraska,"1,637,000","6,253",48,317,"1,067","4,821","68,140","10,344","52,044","5,752"
1995,New Hampshire,"1,148,000","1,314",21,333,314,646,"29,170","4,806","22,698","1,666"
1995,New Jersey,"7,945,000","47,652",409,"1,927","22,486","22,830","326,056","69,533","206,339","50,184"
1995,New Mexico,"1,685,000","13,804",148,954,"2,604","10,098","94,508","24,383","61,478","8,647"
1995,Nevada,"1,530,000","14,461",163,937,"4,966","8,395","86,203","20,235","54,563","11,405"
1995,New York,"18,136,000","152,683","1,550","4,290","72,492","74,351","674,342","146,562","425,184","102,596"
1995,Ohio,"11,151,000","53,799",600,"4,835","19,931","28,433","437,424","93,539","297,624","46,261"
1995,Oklahoma,"3,278,000","21,770",400,"1,461","3,788","16,121","161,693","41,694","103,727","16,272"
1995,Oregon,"3,141,000","16,408",129,"1,309","4,332","10,638","189,765","34,640","133,075","22,050"
1995,Pennsylvania,"12,072,000","51,586",755,"3,046","22,858","24,927","354,623","67,815","236,991","49,817"
1995,Rhode Island,"990,000","3,643",33,267,914,"2,429","38,378","9,234","24,780","4,364"
1995,South Carolina,"3,673,000","36,067",292,"1,737","6,461","27,577","186,656","46,083","126,416","14,157"
1995,South Dakota,"729,000","1,513",13,299,189,"1,012","20,799","3,942","15,976",881
1995,Tennessee,"5,256,000","40,549",557,"2,477","11,732","25,783","241,315","60,086","147,143","34,086"
1995,Texas,"18,724,000","124,303","1,693","8,563","33,667","80,380","940,033","202,642","632,468","104,923"
1995,Utah,"1,951,000","6,415",76,834,"1,309","4,196","112,417","15,623","89,202","7,592"
1995,Virginia,"6,618,000","23,921",503,"1,799","8,718","12,901","240,084","39,388","181,333","19,363"
1995,Vermont,"585,000",692,13,165,64,450,"19,395","4,451","14,150",794
1995,Washington,"5,431,000","26,300",275,"3,214","7,209","15,602","314,213","59,265","224,861","30,087"
1995,Wisconsin,"5,123,000","14,399",219,"1,194","5,384","7,602","184,665","31,416","134,623","18,626"
1995,West Virginia,"1,828,000","3,842",89,388,781,"2,584","41,093","10,329","27,724","3,040"
1995,Wyoming,"480,000","1,220",10,165,86,959,"19,517","2,938","15,774",805
1996,Total,"265,228,572","1,688,540","19,645","96,252","535,594","1,037,049","11,805,323","2,506,400","7,904,685","1,394,238"
1996,Alaska,"607,000","4,417",45,398,710,"3,264","28,667","5,118","20,557","2,992"
1996,Alabama,"4,273,000","24,159",444,"1,397","7,124","15,194","181,803","42,821","123,350","15,632"
1996,Arkansas,"2,510,000","13,161",219,"1,046","2,864","9,032","104,790","23,925","73,010","7,855"
1996,Arizona,"4,428,000","27,963",377,"1,381","7,429","18,776","284,964","55,630","188,300","41,034"
1996,California,"31,878,000","274,996","2,916","10,244","94,222","167,614","1,385,135","312,212","830,457","242,466"
1996,Colorado,"3,823,000","15,463",180,"1,765","3,755","9,763","180,218","34,436","130,576","15,206"
1996,Connecticut,"3,274,000","13,490",158,755,"5,552","7,025","124,924","27,574","81,328","16,022"
1996,District of Columbia,"543,000","13,411",397,260,"6,444","6,310","51,188","9,828","31,385","9,975"
1996,Delaware,"725,000","4,845",31,454,"1,304","3,056","30,643","5,830","21,665","3,148"
1996,Florida,"14,400,000","151,350","1,077","7,508","41,643","101,122","928,273","219,056","605,448","103,769"
1996,Georgia,"7,353,000","46,966",630,"2,357","15,100","28,879","416,986","81,968","288,803","46,215"
1996,Hawaii,"1,184,000","3,322",40,326,"1,606","1,350","74,639","12,781","54,701","7,157"
1996,Iowa,"2,852,000","7,771",53,561,"1,286","5,871","96,296","18,954","71,893","5,449"
1996,Idaho,"1,189,000","3,177",43,313,241,"2,580","44,532","8,431","33,872","2,229"
1996,Illinois,"11,847,000","105,482","1,179","4,548","33,106","66,649","524,777","108,185","358,515","58,077"
1996,Indiana,"5,841,000","31,366",420,"1,992","7,249","21,705","231,376","45,782","160,777","24,817"
1996,Kansas,"2,572,000","10,642",170,"1,096","2,476","6,900","109,772","25,239","78,145","6,388"
1996,Kentucky,"3,884,000","12,448",228,"1,230","3,643","7,347","110,531","26,736","73,653","10,142"
1996,Louisiana,"4,351,000","40,426",762,"1,805","12,036","25,823","257,130","56,379","173,271","27,480"
1996,Massachusetts,"6,092,000","39,122",157,"1,767","7,778","29,420","194,636","42,896","119,562","32,178"
1996,Maryland,"5,072,000","47,230",588,"1,905","19,944","24,793","260,231","50,331","173,817","36,083"
1996,Maine,"1,243,000","1,553",25,260,292,976,"40,636","9,303","29,557","1,776"
1996,Michigan,"9,594,000","60,951",722,"5,466","16,907","37,856","430,020","85,908","276,909","67,203"
1996,Minnesota,"4,658,000","15,782",167,"2,327","5,385","7,903","192,109","35,515","138,671","17,923"
1996,Missouri,"5,359,000","31,669",433,"1,566","9,142","20,528","240,781","47,919","168,870","23,992"
1996,Mississippi,"2,716,000","13,261",301,981,"3,646","8,333","109,581","30,755","69,299","9,527"
1996,Montana,"879,000","1,415",34,238,261,882,"38,084","4,908","30,928","2,248"
1996,North Carolina,"7,323,000","43,068",619,"2,289","12,001","28,159","361,616","98,539","238,511","24,566"
1996,North Dakota,"644,000",541,14,155,71,301,"16,648","1,991","13,433","1,224"
1996,Nebraska,"1,652,000","7,182",48,447,"1,052","5,635","66,110","10,152","50,315","5,643"
1996,New Hampshire,"1,162,000","1,373",20,404,317,632,"31,436","5,063","24,611","1,762"
1996,New Jersey,"7,988,000","42,459",338,"1,976","18,838","21,307","303,657","63,259","193,961","46,437"
1996,New Mexico,"1,713,000","14,399",197,"1,088","2,782","10,332","98,698","23,586","65,139","9,973"
1996,Nevada,"1,603,000","13,005",220,856,"4,931","6,998","83,047","19,558","52,295","11,194"
1996,New York,"18,185,000","132,206","1,353","4,174","61,822","64,857","619,250","129,828","399,522","89,900"
1996,Ohio,"11,173,000","47,896",538,"4,617","18,336","24,405","449,935","93,336","311,071","45,528"
1996,Oklahoma,"3,301,000","19,710",223,"1,545","3,519","14,423","166,892","41,447","109,506","15,939"
1996,Oregon,"3,204,000","14,837",129,"1,272","3,914","9,522","177,295","31,664","128,618","17,013"
1996,Pennsylvania,"12,056,000","57,905",686,"3,034","22,784","31,401","370,851","71,357","250,758","48,736"
1996,Rhode Island,"990,000","3,437",25,287,824,"2,301","36,099","8,135","23,367","4,597"
1996,South Carolina,"3,699,000","36,875",332,"1,821","6,361","28,361","192,986","47,487","129,650","15,849"
1996,South Dakota,"732,000","1,297",9,300,138,850,"20,443","4,077","15,532",834
1996,Tennessee,"5,320,000","41,175",503,"2,475","11,902","26,295","248,729","61,896","152,405","34,428"
1996,Texas,"19,128,000","123,270","1,477","8,376","32,804","80,613","968,732","204,390","659,414","104,928"
1996,Utah,"2,000,000","6,638",63,836,"1,377","4,362","113,079","16,965","87,542","8,572"
1996,Virginia,"6,675,000","22,782",500,"1,783","8,181","12,318","242,100","39,255","184,237","18,608"
1996,Vermont,"589,000",714,11,159,91,453,"16,973","3,964","12,124",885
1996,Washington,"5,533,000","23,857",255,"2,828","6,587","14,187","303,111","58,512","215,706","28,893"
1996,Wisconsin,"5,160,000","13,039",204,"1,086","4,982","6,767","184,143","30,356","135,941","17,846"
1996,West Virginia,"1,826,000","3,836",69,358,737,"2,672","41,510","9,979","28,300","3,231"
1996,Wyoming,"481,000","1,201",16,140,98,947,"19,261","3,184","15,408",669
1997,Total,"267,783,607","1,636,099","18,211","96,153","498,534","1,023,201","11,558,975","2,461,026","7,743,760","1,354,189"
1997,Alaska,"609,000","4,270",54,403,648,"3,165","27,840","4,276","20,780","2,784"
1997,Alabama,"4,319,000","24,379",426,"1,396","6,931","15,626","186,809","43,786","127,616","15,407"
1997,Arkansas,"2,523,000","13,293",250,"1,098","2,814","9,131","105,759","25,568","72,253","7,938"
1997,Arizona,"4,555,000","28,411",375,"1,492","7,547","18,997","299,323","60,077","195,045","44,201"
1997,California,"32,268,000","257,582","2,579","10,189","81,468","163,346","1,312,367","299,240","784,405","228,722"
1997,Colorado,"3,893,000","14,139",157,"1,677","3,242","9,063","166,902","30,994","119,801","16,107"
1997,Connecticut,"3,270,000","12,781",124,740,"4,999","6,918","117,505","24,143","78,821","14,541"
1997,District of Columbia,"529,000","10,708",301,218,"4,501","5,688","41,341","6,963","26,809","7,569"
1997,Delaware,"732,000","5,753",22,428,"1,783","3,520","36,578","6,421","25,904","4,253"
1997,Florida,"14,654,000","149,996","1,012","7,599","40,459","100,926","915,613","213,926","594,492","107,195"
